a              b              GF_product_p                  GF_product_t                                      
198            136            6.67572021484375              0.7152557373046875                                
24             121            10.013580322265625            0.95367431640625                                  
205            15             6.198883056640625             0.7152557373046875                                
3              255            13.828277587890625            0.7152557373046875                                
239            124            10.49041748046875             0.7152557373046875                                
15             111            10.013580322265625            0.7152557373046875                                
39             171            9.298324584960938             0.7152557373046875                                
71             122            10.251998901367188            0.7152557373046875                                
132            107            9.059906005859375             0.7152557373046875                                
72             108            9.298324584960938             0.95367431640625                                  
157            145            6.67572021484375              0.7152557373046875                                
148            11             5.245208740234375             0.7152557373046875                                
153            68             5.9604644775390625            0.7152557373046875                                
207            119            10.728836059570312            0.7152557373046875                                
205            192            7.3909759521484375            0.7152557373046875                                
51             220            11.205673217773438            0.95367431640625                                  
191            246            12.159347534179688            0.7152557373046875                                
236            4              3.5762786865234375            0.7152557373046875                                
249            118            10.013580322265625            0.7152557373046875                                
50             10             4.76837158203125              0.7152557373046875                                
113            180            9.298324584960938             0.95367431640625                                  
38             131            6.4373016357421875            0.7152557373046875                                
104            213            10.013580322265625            0.7152557373046875                                
156            187            11.205673217773438            0.7152557373046875                                
155            9              4.291534423828125             0.95367431640625                                  
166            226            10.251998901367188            0.476837158203125                                 
2              174            9.5367431640625               0.7152557373046875                                
142            176            8.821487426757812             0.7152557373046875                                
32             124            10.251998901367188            0.7152557373046875                                
65             160            7.152557373046875             0.7152557373046875                                
190            250            12.39776611328125             0.7152557373046875                                
84             182            10.49041748046875             0.7152557373046875                                
122            194            8.106231689453125             0.7152557373046875                                
144            149            8.344650268554688             0.7152557373046875                                
201            253            13.113021850585938            0.7152557373046875                                
207            173            10.013580322265625            0.95367431640625                                  
172            241            10.728836059570312            0.7152557373046875                                
197            19             5.245208740234375             0.7152557373046875                                
21             22             5.9604644775390625            0.7152557373046875                                
87             245            12.39776611328125             0.7152557373046875                                
90             204            9.5367431640625               0.7152557373046875                                
164            143            8.58306884765625              0.7152557373046875                                
54             65             5.245208740234375             0.7152557373046875                                
38             232            10.49041748046875             0.7152557373046875                                
171            130            5.7220458984375               0.7152557373046875                                
170            37             6.198883056640625             0.7152557373046875                                
147            158            9.5367431640625               0.7152557373046875                                
235            179            10.013580322265625            0.95367431640625                                  
16             165            8.344650268554688             0.7152557373046875                                
180            64             5.0067901611328125            0.7152557373046875                                
117            32             4.76837158203125              0.7152557373046875                                
115            14             5.9604644775390625            0.7152557373046875                                
200            94             9.5367431640625               0.7152557373046875                                
0              169            0.476837158203125             0.476837158203125                                 
164            251            12.874603271484375            0.7152557373046875                                
251            213            10.49041748046875             0.95367431640625                                  
250            72             6.198883056640625             0.7152557373046875                                
142            8              4.0531158447265625            0.7152557373046875                                
86             237            11.444091796875               0.7152557373046875                                
123            107            9.775161743164062             0.7152557373046875                                
72             154            8.58306884765625              0.7152557373046875                                
169            56             7.62939453125                 0.7152557373046875                                
84             91             8.821487426757812             0.7152557373046875                                
146            180            10.013580322265625            0.95367431640625                                  
13             167            8.821487426757812             0.7152557373046875                                
161            105            9.059906005859375             0.95367431640625                                  
89             157            9.298324584960938             0.7152557373046875                                
217            104            8.106231689453125             0.7152557373046875                                
87             158            9.298324584960938             0.476837158203125                                 
12             119            10.251998901367188            0.7152557373046875                                
123            228            10.49041748046875             0.95367431640625                                  
132            226            10.013580322265625            0.95367431640625                                  
199            253            13.113021850585938            0.7152557373046875                                
236            194            8.344650268554688             0.7152557373046875                                
171            82             7.152557373046875             0.7152557373046875                                
21             249            11.920928955078125            0.7152557373046875                                
185            131            6.198883056640625             0.7152557373046875                                
131            85             7.8678131103515625            0.7152557373046875                                
0              146            0.476837158203125             0.2384185791015625                                
53             162            7.8678131103515625            0.7152557373046875                                
134            199            9.298324584960938             0.95367431640625                                  
56             35             5.9604644775390625            0.7152557373046875                                
146            200            8.58306884765625              0.95367431640625                                  
89             37             5.9604644775390625            0.7152557373046875                                
244            128            5.0067901611328125            0.7152557373046875                                
16             24             5.4836273193359375            0.7152557373046875                                
205            78             8.106231689453125             0.7152557373046875                                
145            4              3.814697265625                0.7152557373046875                                
99             71             6.9141387939453125            0.7152557373046875                                
169            197            9.059906005859375             0.7152557373046875                                
28             128            5.0067901611328125            0.7152557373046875                                
192            23             6.67572021484375              0.7152557373046875                                
153            77             7.62939453125                 0.7152557373046875                                
88             169            9.059906005859375             0.7152557373046875                                
208            73             6.4373016357421875            0.7152557373046875                                
93             155            9.5367431640625               0.7152557373046875                                
170            199            9.298324584960938             0.7152557373046875                                
246            208            9.5367431640625               0.7152557373046875                                
163            91             8.821487426757812             0.7152557373046875                                
194            45             7.3909759521484375            0.7152557373046875                                
30             81             6.67572021484375              0.7152557373046875                                
242            84             7.8678131103515625            0.95367431640625                                  
130            35             5.7220458984375               0.7152557373046875                                
14             75             7.3909759521484375            0.7152557373046875                                
65             49             6.198883056640625             0.476837158203125                                 
245            134            7.152557373046875             0.95367431640625                                  
53             52             7.152557373046875             0.7152557373046875                                
252            196            8.344650268554688             0.95367431640625                                  
130            10             4.5299530029296875            0.7152557373046875                                
219            163            8.344650268554688             0.7152557373046875                                
39             189            10.967254638671875            0.7152557373046875                                
222            182            10.728836059570312            0.7152557373046875                                
224            54             7.8678131103515625            0.7152557373046875                                
43             205            10.013580322265625            0.7152557373046875                                
59             50             6.9141387939453125            0.7152557373046875                                
145            239            12.636184692382812            0.95367431640625                                  
186            6              4.291534423828125             0.7152557373046875                                
192            203            9.5367431640625               0.95367431640625                                  
127            238            11.920928955078125            0.95367431640625                                  
112            154            8.821487426757812             0.7152557373046875                                
141            188            10.728836059570312            0.7152557373046875                                
149            241            11.444091796875               0.7152557373046875                                
242            106            8.821487426757812             0.7152557373046875                                
166            106            9.059906005859375             0.7152557373046875                                
91             87             8.344650268554688             0.7152557373046875                                
105            129            5.4836273193359375            0.7152557373046875                                
165            172            9.059906005859375             0.7152557373046875                                
82             212            9.775161743164062             0.95367431640625                                  
237            101            7.62939453125                 0.7152557373046875                                
175            195            12.39776611328125             0.7152557373046875                                
221            14             5.9604644775390625            0.7152557373046875                                
182            114            9.298324584960938             0.7152557373046875                                
6              189            10.728836059570312            0.7152557373046875                                
149            236            11.444091796875               0.7152557373046875                                
158            129            5.245208740234375             0.7152557373046875                                
204            254            13.3514404296875              0.95367431640625                                  
75             39             6.4373016357421875            0.7152557373046875                                
22             173            9.5367431640625               0.7152557373046875                                
213            3              3.5762786865234375            0.7152557373046875                                
220            72             6.67572021484375              0.7152557373046875                                
82             91             8.58306884765625              0.7152557373046875                                
49             106            8.821487426757812             0.7152557373046875                                
42             4              3.337860107421875             0.7152557373046875                                
122            243            11.444091796875               0.7152557373046875                                
30             166            8.344650268554688             0.7152557373046875                                
24             247            12.159347534179688            0.7152557373046875                                
42             42             6.4373016357421875            0.7152557373046875                                
64             168            8.344650268554688             0.7152557373046875                                
34             216            9.775161743164062             0.7152557373046875                                
105            156            9.059906005859375             0.7152557373046875                                
112            249            11.920928955078125            0.476837158203125                                 
142            64             4.76837158203125              0.7152557373046875                                
9              169            8.344650268554688             0.95367431640625                                  
81             196            8.344650268554688             0.95367431640625                                  
248            126            11.205673217773438            0.7152557373046875                                
170            193            7.8678131103515625            0.476837158203125                                 
169            59             8.106231689453125             0.7152557373046875                                
178            156            9.059906005859375             0.7152557373046875                                
204            134            6.67572021484375              0.7152557373046875                                
86             91             8.821487426757812             0.95367431640625                                  
78             53             7.152557373046875             0.7152557373046875                                
49             53             7.3909759521484375            0.7152557373046875                                
91             253            12.874603271484375            0.7152557373046875                                
246            110            10.49041748046875             0.7152557373046875                                
121            242            10.967254638671875            0.7152557373046875                                
119            133            6.4373016357421875            0.95367431640625                                  
57             71             6.67572021484375              0.7152557373046875                                
10             80             6.198883056640625             0.7152557373046875                                
17             8              3.5762786865234375            0.7152557373046875                                
14             190            11.205673217773438            0.95367431640625                                  
156            229            10.013580322265625            0.7152557373046875                                
221            247            12.636184692382812            0.7152557373046875                                
129            136            6.198883056640625             0.7152557373046875                                
11             14             5.7220458984375               0.95367431640625                                  
75             177            8.58306884765625              0.7152557373046875                                
238            121            9.775161743164062             0.95367431640625                                  
252            28             6.4373016357421875            0.7152557373046875                                
18             116            9.298324584960938             0.7152557373046875                                
35             143            8.344650268554688             0.7152557373046875                                
163            132            6.198883056640625             0.95367431640625                                  
155            62             8.821487426757812             0.95367431640625                                  
115            39             6.67572021484375              0.7152557373046875                                
103            134            6.67572021484375              0.7152557373046875                                
228            187            11.205673217773438            0.7152557373046875                                
60             42             6.4373016357421875            0.7152557373046875                                
112            98             7.3909759521484375            0.7152557373046875                                
148            194            7.62939453125                 0.7152557373046875                                
145            197            8.58306884765625              0.95367431640625                                  
251            164            7.8678131103515625            0.7152557373046875                                
69             200            8.58306884765625              0.7152557373046875                                
251            148            7.62939453125                 0.7152557373046875                                
154            2              3.0994415283203125            0.7152557373046875                                
118            163            7.8678131103515625            0.7152557373046875                                
58             127            11.205673217773438            0.7152557373046875                                
113            47             7.8678131103515625            0.7152557373046875                                
254            41             6.198883056640625             0.7152557373046875                                
77             237            11.205673217773438            0.7152557373046875                                
38             110            9.5367431640625               0.7152557373046875                                
133            58             8.106231689453125             0.7152557373046875                                
12             143            8.106231689453125             0.95367431640625                                  
15             114            8.58306884765625              0.7152557373046875                                
62             154            9.059906005859375             0.7152557373046875                                
2              65             5.0067901611328125            0.7152557373046875                                
134            148            7.62939453125                 0.7152557373046875                                
235            205            9.775161743164062             0.7152557373046875                                
253            160            7.152557373046875             0.7152557373046875                                
248            171            9.059906005859375             0.7152557373046875                                
175            48             6.198883056640625             0.7152557373046875                                
38             168            7.8678131103515625            0.7152557373046875                                
157            176            8.58306884765625              0.7152557373046875                                
230            112            8.106231689453125             0.7152557373046875                                
59             183            10.49041748046875             0.7152557373046875                                
221            7              4.5299530029296875            0.7152557373046875                                
195            63             10.013580322265625            0.95367431640625                                  
13             175            10.013580322265625            0.7152557373046875                                
3              13             12.39776611328125             0.7152557373046875                                
3              79             7.62939453125                 0.7152557373046875                                
9              60             8.106231689453125             0.7152557373046875                                
114            253            12.636184692382812            0.7152557373046875                                
28             0              0.476837158203125             0.2384185791015625                                
172            191            11.444091796875               0.7152557373046875                                
51             246            12.39776611328125             0.7152557373046875                                
14             83             7.3909759521484375            0.7152557373046875                                
91             241            10.967254638671875            0.7152557373046875                                
96             74             6.4373016357421875            0.7152557373046875                                
65             228            9.775161743164062             0.7152557373046875                                
232            116            9.059906005859375             0.7152557373046875                                
63             226            9.5367431640625               0.7152557373046875                                
234            115            9.059906005859375             0.7152557373046875                                
190            241            10.967254638671875            0.7152557373046875                                
66             121            9.5367431640625               0.7152557373046875                                
124            152            8.106231689453125             0.95367431640625                                  
144            76             6.9141387939453125            0.7152557373046875                                
124            36             5.7220458984375               0.95367431640625                                  
92             50             6.4373016357421875            0.7152557373046875                                
8              202            9.059906005859375             0.95367431640625                                  
87             197            8.106231689453125             0.7152557373046875                                
104            106            8.58306884765625              0.7152557373046875                                
167            81             6.9141387939453125            0.7152557373046875                                
15             143            8.344650268554688             0.7152557373046875                                
76             219            10.49041748046875             0.476837158203125                                 
100            81             6.9141387939453125            0.7152557373046875                                
213            201            8.58306884765625              0.7152557373046875                                
40             114            8.821487426757812             0.7152557373046875                                
226            59             8.344650268554688             0.7152557373046875                                
207            9              4.291534423828125             0.7152557373046875                                
224            166            8.344650268554688             0.7152557373046875                                
5              207            10.013580322265625            0.7152557373046875                                
15             156            8.344650268554688             0.7152557373046875                                
52             144            6.67572021484375              0.7152557373046875                                
144            96             6.67572021484375              0.7152557373046875                                
241            30             7.62939453125                 0.7152557373046875                                
88             201            8.821487426757812             0.7152557373046875                                
36             27             6.67572021484375              0.95367431640625                                  
139            11             4.76837158203125              0.7152557373046875                                
70             61             8.821487426757812             0.7152557373046875                                
147            64             4.5299530029296875            0.7152557373046875                                
60             44             6.9141387939453125            0.7152557373046875                                
124            225            9.059906005859375             0.7152557373046875                                
225            183            10.728836059570312            0.7152557373046875                                
68             36             5.245208740234375             0.7152557373046875                                
153            171            9.059906005859375             0.7152557373046875                                
72             217            10.251998901367188            0.7152557373046875                                
28             228            10.013580322265625            0.7152557373046875                                
56             66             5.4836273193359375            0.7152557373046875                                
4              51             6.9141387939453125            0.7152557373046875                                
87             239            11.682510375976562            0.7152557373046875                                
108            243            11.444091796875               0.95367431640625                                  
118            22             5.7220458984375               0.7152557373046875                                
90             146            7.152557373046875             0.95367431640625                                  
14             102            7.62939453125                 0.7152557373046875                                
4              71             6.67572021484375              0.7152557373046875                                
225            230            10.49041748046875             0.7152557373046875                                
182            149            8.106231689453125             0.7152557373046875                                
152            244            11.205673217773438            0.7152557373046875                                
84             218            10.728836059570312            0.7152557373046875                                
139            10             4.5299530029296875            0.7152557373046875                                
175            161            7.152557373046875             0.7152557373046875                                
62             110            9.298324584960938             0.7152557373046875                                
30             152            8.106231689453125             0.7152557373046875                                
113            45             6.9141387939453125            0.7152557373046875                                
34             68             5.7220458984375               0.7152557373046875                                
159            252            12.159347534179688            0.7152557373046875                                
115            54             7.8678131103515625            0.7152557373046875                                
90             0              0.476837158203125             0.2384185791015625                                
45             149            7.8678131103515625            0.7152557373046875                                
49             250            11.920928955078125            0.7152557373046875                                
207            159            10.967254638671875            0.95367431640625                                  
85             72             6.198883056640625             0.7152557373046875                                
215            66             5.7220458984375               7.8678131103515625                                
95             12             4.76837158203125              0.476837158203125                                 
132            71             6.9141387939453125            0.7152557373046875                                
201            197            8.344650268554688             0.7152557373046875                                
119            182            10.251998901367188            0.95367431640625                                  
220            250            11.920928955078125            0.7152557373046875                                
83             75             7.152557373046875             0.7152557373046875                                
52             64             4.291534423828125             0.7152557373046875                                
80             133            6.67572021484375              0.7152557373046875                                
89             29             6.4373016357421875            0.7152557373046875                                
89             100            7.62939453125                 0.7152557373046875                                
244            167            9.059906005859375             0.7152557373046875                                
169            144            6.9141387939453125            0.7152557373046875                                
183            131            5.7220458984375               0.7152557373046875                                
25             255            13.3514404296875              0.95367431640625                                  
41             128            4.76837158203125              0.7152557373046875                                
158            229            10.728836059570312            0.7152557373046875                                
93             25             5.7220458984375               0.476837158203125                                 
75             229            10.251998901367188            0.7152557373046875                                
126            148            7.3909759521484375            0.7152557373046875                                
59             249            12.159347534179688            0.7152557373046875                                
6              218            10.013580322265625            0.7152557373046875                                
8              214            10.013580322265625            0.95367431640625                                  
231            167            8.821487426757812             0.95367431640625                                  
224            44             7.152557373046875             0.7152557373046875                                
206            54             7.62939453125                 0.7152557373046875                                
35             43             6.9141387939453125            0.95367431640625                                  
228            203            9.298324584960938             0.7152557373046875                                
119            240            10.728836059570312            0.95367431640625                                  
170            149            8.106231689453125             0.7152557373046875                                
250            131            6.198883056640625             0.7152557373046875                                
94             79             7.8678131103515625            0.7152557373046875                                
185            227            10.013580322265625            0.95367431640625                                  
240            29             6.9141387939453125            0.7152557373046875                                
30             252            12.636184692382812            0.7152557373046875                                
87             40             5.7220458984375               0.7152557373046875                                
59             238            11.920928955078125            0.95367431640625                                  
68             208            8.344650268554688             0.7152557373046875                                
213            254            13.828277587890625            0.7152557373046875                                
28             79             7.8678131103515625            0.7152557373046875                                
240            49             6.4373016357421875            0.7152557373046875                                
185            11             5.0067901611328125            0.7152557373046875                                
255            143            8.344650268554688             0.7152557373046875                                
67             171            8.821487426757812             0.7152557373046875                                
175            77             7.3909759521484375            0.7152557373046875                                
178            217            10.49041748046875             0.7152557373046875                                
81             98             7.3909759521484375            0.7152557373046875                                
62             54             7.3909759521484375            0.95367431640625                                  
164            72             5.9604644775390625            0.7152557373046875                                
94             79             7.8678131103515625            0.476837158203125                                 
144            57             7.8678131103515625            0.95367431640625                                  
158            35             12.874603271484375            0.7152557373046875                                
53             175            10.728836059570312            0.7152557373046875                                
193            105            7.8678131103515625            0.7152557373046875                                
203            212            9.775161743164062             0.7152557373046875                                
207            111            9.775161743164062             0.7152557373046875                                
71             78             7.8678131103515625            0.95367431640625                                  
206            73             6.198883056640625             0.7152557373046875                                
32             236            11.444091796875               0.7152557373046875                                
224            209            8.58306884765625              0.7152557373046875                                
233            21             5.7220458984375               0.7152557373046875                                
151            17             4.5299530029296875            0.7152557373046875                                
37             134            6.4373016357421875            0.95367431640625                                  
173            253            12.874603271484375            0.7152557373046875                                
25             203            9.5367431640625               0.7152557373046875                                
250            170            8.821487426757812             0.476837158203125                                 
205            15             5.9604644775390625            0.7152557373046875                                
43             51             6.67572021484375              0.7152557373046875                                
41             137            6.67572021484375              0.7152557373046875                                
213            189            10.728836059570312            0.7152557373046875                                
51             251            12.636184692382812            0.7152557373046875                                
247            198            8.821487426757812             0.7152557373046875                                
132            184            10.251998901367188            0.95367431640625                                  
207            224            9.059906005859375             0.95367431640625                                  
246            81             14.30511474609375             0.95367431640625                                  
20             173            9.298324584960938             0.476837158203125                                 
167            167            9.5367431640625               0.7152557373046875                                
81             26             6.198883056640625             0.7152557373046875                                
130            137            6.67572021484375              0.7152557373046875                                
5              179            8.821487426757812             0.7152557373046875                                
25             101            7.8678131103515625            0.95367431640625                                  
59             215            10.251998901367188            0.7152557373046875                                
210            70             6.67572021484375              0.7152557373046875                                
41             215            10.251998901367188            0.7152557373046875                                
100            149            8.106231689453125             0.7152557373046875                                
38             113            8.106231689453125             0.7152557373046875                                
236            208            8.821487426757812             0.7152557373046875                                
126            139            7.152557373046875             0.7152557373046875                                
230            195            8.58306884765625              0.7152557373046875                                
142            95             9.298324584960938             0.7152557373046875                                
180            103            8.821487426757812             0.7152557373046875                                
141            28             6.198883056640625             0.7152557373046875                                
27             18             4.76837158203125              0.95367431640625                                  
69             144            6.198883056640625             0.7152557373046875                                
103            177            8.821487426757812             0.7152557373046875                                
232            101            7.8678131103515625            0.7152557373046875                                
142            97             6.9141387939453125            0.95367431640625                                  
153            1              2.6226043701171875            0.7152557373046875                                
226            57             8.106231689453125             0.95367431640625                                  
11             72             5.7220458984375               0.476837158203125                                 
59             86             8.106231689453125             0.7152557373046875                                
244            96             6.4373016357421875            0.7152557373046875                                
13             214            10.49041748046875             0.7152557373046875                                
212            37             5.9604644775390625            0.7152557373046875                                
168            46             7.8678131103515625            0.7152557373046875                                
197            194            7.8678131103515625            0.7152557373046875                                
124            164            8.344650268554688             0.95367431640625                                  
31             197            8.344650268554688             0.7152557373046875                                
76             251            13.113021850585938            0.7152557373046875                                
184            184            9.5367431640625               0.7152557373046875                                
